occurrence_date,report_date,report_year,neighbourhood_name,premises_type,status
2018-06-10T00:00:00Z,2018-06-19T00:00:00Z,2018,University (79),Educational,STOLEN
2018-07-30T00:00:00Z,2018-08-08T00:00:00Z,2018,University (79),Outside,STOLEN
2018-06-09T00:00:00Z,2018-08-19T00:00:00Z,2018,University (79),Outside,STOLEN
2018-09-07T00:00:00Z,2018-09-07T00:00:00Z,2018,University (79),Commercial,STOLEN
2018-09-14T00:00:00Z,2018-09-14T00:00:00Z,2018,University (79),Commercial,STOLEN
2018-09-24T00:00:00Z,2018-09-24T00:00:00Z,2018,University (79),Commercial,STOLEN
2018-10-17T00:00:00Z,2018-10-17T00:00:00Z,2018,University (79),Commercial,STOLEN
2018-10-22T00:00:00Z,2018-10-23T00:00:00Z,2018,University (79),Other,STOLEN
2019-05-23T00:00:00Z,2019-05-28T00:00:00Z,2019,University (79),Educational,STOLEN
2019-06-17T00:00:00Z,2019-07-18T00:00:00Z,2019,University (79),Outside,STOLEN
2019-07-29T00:00:00Z,2019-07-30T00:00:00Z,2019,University (79),Educational,STOLEN
2019-09-24T00:00:00Z,2019-09-28T00:00:00Z,2019,University (79),Other,STOLEN
2019-09-21T00:00:00Z,2019-10-03T00:00:00Z,2019,University (79),Educational,STOLEN
2019-10-03T00:00:00Z,2019-10-17T00:00:00Z,2019,University (79),Educational,STOLEN
2017-10-20T00:00:00Z,2017-10-27T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2019-11-03T00:00:00Z,2019-11-08T00:00:00Z,2019,University (79),Educational,STOLEN
2019-11-23T00:00:00Z,2019-11-24T00:00:00Z,2019,University (79),Educational,STOLEN
2019-11-21T00:00:00Z,2019-12-03T00:00:00Z,2019,University (79),Apartment,STOLEN
2020-02-22T00:00:00Z,2020-03-13T00:00:00Z,2020,University (79),Apartment,STOLEN
2020-08-24T00:00:00Z,2020-08-25T00:00:00Z,2020,University (79),Educational,STOLEN
2014-09-15T00:00:00Z,2014-09-15T00:00:00Z,2014,University (79),Other,STOLEN
2014-09-17T00:00:00Z,2014-09-24T00:00:00Z,2014,University (79),Educational,STOLEN
2014-09-29T00:00:00Z,2014-10-03T00:00:00Z,2014,University (79),Educational,STOLEN
2014-10-04T00:00:00Z,2014-10-07T00:00:00Z,2014,University (79),Educational,STOLEN
2014-10-05T00:00:00Z,2014-10-08T00:00:00Z,2014,University (79),Educational,STOLEN
2015-04-28T00:00:00Z,2015-04-30T00:00:00Z,2015,University (79),Educational,STOLEN
2015-05-19T00:00:00Z,2015-05-22T00:00:00Z,2015,University (79),Educational,STOLEN
2015-06-18T00:00:00Z,2015-06-18T00:00:00Z,2015,University (79),Outside,STOLEN
2015-07-08T00:00:00Z,2015-07-10T00:00:00Z,2015,University (79),Educational,STOLEN
2015-09-25T00:00:00Z,2015-09-29T00:00:00Z,2015,University (79),Educational,STOLEN
2015-10-06T00:00:00Z,2015-10-09T00:00:00Z,2015,University (79),Educational,STOLEN
2015-10-16T00:00:00Z,2015-10-21T00:00:00Z,2015,University (79),Educational,STOLEN
2016-01-11T00:00:00Z,2016-01-14T00:00:00Z,2016,University (79),Educational,STOLEN
2016-03-22T00:00:00Z,2016-03-31T00:00:00Z,2016,University (79),Educational,STOLEN
2016-06-13T00:00:00Z,2016-06-16T00:00:00Z,2016,University (79),Educational,STOLEN
2016-06-16T00:00:00Z,2016-06-20T00:00:00Z,2016,University (79),Educational,STOLEN
2016-06-20T00:00:00Z,2016-07-04T00:00:00Z,2016,University (79),Educational,STOLEN
2016-07-19T00:00:00Z,2016-07-19T00:00:00Z,2016,University (79),Educational,STOLEN
2016-07-21T00:00:00Z,2016-08-15T00:00:00Z,2016,University (79),Apartment,STOLEN
2016-09-06T00:00:00Z,2016-09-09T00:00:00Z,2016,University (79),Educational,STOLEN
2016-09-06T00:00:00Z,2016-09-13T00:00:00Z,2016,University (79),Educational,STOLEN
2016-09-30T00:00:00Z,2016-10-01T00:00:00Z,2016,University (79),Outside,STOLEN
2016-10-03T00:00:00Z,2016-10-06T00:00:00Z,2016,University (79),Educational,STOLEN
2016-10-26T00:00:00Z,2016-11-07T00:00:00Z,2016,University (79),Educational,STOLEN
2016-11-03T00:00:00Z,2016-11-10T00:00:00Z,2016,University (79),Educational,STOLEN
2016-11-22T00:00:00Z,2016-11-28T00:00:00Z,2016,University (79),Educational,STOLEN
2016-12-02T00:00:00Z,2016-12-02T00:00:00Z,2016,University (79),Other,STOLEN
2014-05-29T00:00:00Z,2014-05-29T00:00:00Z,2014,University (79),Educational,STOLEN
2014-06-02T00:00:00Z,2014-06-02T00:00:00Z,2014,University (79),Outside,STOLEN
2014-06-08T00:00:00Z,2014-06-08T00:00:00Z,2014,University (79),Educational,STOLEN
2014-05-26T00:00:00Z,2014-06-10T00:00:00Z,2014,University (79),Educational,STOLEN
2014-07-30T00:00:00Z,2014-07-31T00:00:00Z,2014,University (79),Educational,STOLEN
2020-06-13T00:00:00Z,2020-06-17T00:00:00Z,2020,University (79),Apartment,STOLEN
2020-08-26T00:00:00Z,2020-08-27T00:00:00Z,2020,University (79),Other,STOLEN
2018-10-04T00:00:00Z,2018-10-04T00:00:00Z,2018,University (79),Apartment,STOLEN
2018-10-12T00:00:00Z,2018-10-13T00:00:00Z,2018,University (79),Apartment,STOLEN
2018-10-15T00:00:00Z,2018-10-16T00:00:00Z,2018,University (79),Outside,STOLEN
2018-11-09T00:00:00Z,2018-11-09T00:00:00Z,2018,University (79),House,STOLEN
2018-11-09T00:00:00Z,2018-11-09T00:00:00Z,2018,University (79),House,STOLEN
2018-11-09T00:00:00Z,2018-11-09T00:00:00Z,2018,University (79),House,STOLEN
2019-03-17T00:00:00Z,2019-03-17T00:00:00Z,2019,University (79),Outside,STOLEN
2019-09-14T00:00:00Z,2019-09-15T00:00:00Z,2019,University (79),House,STOLEN
2019-11-14T00:00:00Z,2019-11-14T00:00:00Z,2019,University (79),Commercial,STOLEN
2017-09-30T00:00:00Z,2017-09-30T00:00:00Z,2017,University (79),Outside,STOLEN
2018-02-03T00:00:00Z,2018-02-07T00:00:00Z,2018,University (79),Apartment,STOLEN
2014-05-30T00:00:00Z,2014-05-30T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2017-09-16T00:00:00Z,2017-09-16T00:00:00Z,2017,Trinity-Bellwoods (81),Apartment,STOLEN
2017-09-16T00:00:00Z,2017-09-18T00:00:00Z,2017,Trinity-Bellwoods (81),Commercial,STOLEN
2017-10-04T00:00:00Z,2017-10-05T00:00:00Z,2017,Palmerston-Little Italy (80),Outside,STOLEN
2017-09-23T00:00:00Z,2017-09-24T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-10-31T00:00:00Z,2017-11-01T00:00:00Z,2017,Palmerston-Little Italy (80),House,STOLEN
2017-09-23T00:00:00Z,2017-09-24T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2018-01-27T00:00:00Z,2018-01-28T00:00:00Z,2018,Palmerston-Little Italy (80),Outside,STOLEN
2017-09-16T00:00:00Z,2017-09-27T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2018-01-29T00:00:00Z,2018-01-30T00:00:00Z,2018,Palmerston-Little Italy (80),Commercial,STOLEN
2017-09-16T00:00:00Z,2017-09-27T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2018-04-20T00:00:00Z,2018-04-22T00:00:00Z,2018,Palmerston-Little Italy (80),Outside,STOLEN
2014-06-01T00:00:00Z,2014-06-02T00:00:00Z,2014,Palmerston-Little Italy (80),House,STOLEN
2018-03-29T00:00:00Z,2018-03-29T00:00:00Z,2018,Trinity-Bellwoods (81),Outside,RECOVERED
2017-09-25T00:00:00Z,2017-09-28T00:00:00Z,2017,Trinity-Bellwoods (81),Outside,STOLEN
2020-06-29T00:00:00Z,2020-06-29T00:00:00Z,2020,Trinity-Bellwoods (81),Commercial,STOLEN
2018-05-31T00:00:00Z,2018-06-11T00:00:00Z,2018,Palmerston-Little Italy (80),House,STOLEN
2014-06-25T00:00:00Z,2014-06-26T00:00:00Z,2014,Palmerston-Little Italy (80),House,STOLEN
2014-04-17T00:00:00Z,2014-04-17T00:00:00Z,2014,Trinity-Bellwoods (81),Educational,STOLEN
2014-05-21T00:00:00Z,2014-05-22T00:00:00Z,2014,Trinity-Bellwoods (81),Commercial,STOLEN
2017-10-03T00:00:00Z,2017-10-04T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2018-04-17T00:00:00Z,2018-04-18T00:00:00Z,2018,University (79),Commercial,STOLEN
2014-06-16T00:00:00Z,2014-06-17T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2014-07-01T00:00:00Z,2014-07-06T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2017-10-05T00:00:00Z,2017-10-06T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2018-06-20T00:00:00Z,2018-06-20T00:00:00Z,2018,Palmerston-Little Italy (80),Transit,STOLEN
2018-04-12T00:00:00Z,2018-04-13T00:00:00Z,2018,Trinity-Bellwoods (81),House,STOLEN
2016-06-28T00:00:00Z,2016-06-29T00:00:00Z,2016,Palmerston-Little Italy (80),Outside,STOLEN
2018-06-25T00:00:00Z,2018-06-26T00:00:00Z,2018,University (79),Outside,STOLEN
2018-06-02T00:00:00Z,2018-06-03T00:00:00Z,2018,Trinity-Bellwoods (81),House,STOLEN
2014-07-12T00:00:00Z,2014-07-15T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2019-09-20T00:00:00Z,2019-10-01T00:00:00Z,2019,University (79),Educational,STOLEN
2014-06-26T00:00:00Z,2014-07-11T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2017-10-05T00:00:00Z,2017-10-07T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2020-06-09T00:00:00Z,2020-06-10T00:00:00Z,2020,Palmerston-Little Italy (80),Outside,STOLEN
2016-08-05T00:00:00Z,2016-08-08T00:00:00Z,2016,Palmerston-Little Italy (80),Outside,STOLEN
2018-07-09T00:00:00Z,2018-07-09T00:00:00Z,2018,University (79),Educational,STOLEN
2018-06-13T00:00:00Z,2018-06-14T00:00:00Z,2018,Trinity-Bellwoods (81),House,STOLEN
2018-08-10T00:00:00Z,2018-08-10T00:00:00Z,2018,University (79),Outside,STOLEN
2018-06-13T00:00:00Z,2018-06-19T00:00:00Z,2018,Trinity-Bellwoods (81),Apartment,STOLEN
2017-10-13T00:00:00Z,2017-10-13T00:00:00Z,2017,Trinity-Bellwoods (81),Commercial,STOLEN
2020-06-10T00:00:00Z,2020-06-24T00:00:00Z,2020,Palmerston-Little Italy (80),House,STOLEN
2018-08-29T00:00:00Z,2018-08-29T00:00:00Z,2018,University (79),House,STOLEN
2018-06-27T00:00:00Z,2018-06-27T00:00:00Z,2018,Trinity-Bellwoods (81),House,STOLEN
2016-09-27T00:00:00Z,2016-09-28T00:00:00Z,2016,Palmerston-Little Italy (80),Outside,STOLEN
2014-07-15T00:00:00Z,2014-07-16T00:00:00Z,2014,Trinity-Bellwoods (81),House,STOLEN
2014-07-14T00:00:00Z,2014-07-15T00:00:00Z,2014,Palmerston-Little Italy (80),House,STOLEN
2020-06-24T00:00:00Z,2020-06-24T00:00:00Z,2020,Palmerston-Little Italy (80),House,STOLEN
2016-05-29T00:00:00Z,2016-05-30T00:00:00Z,2016,University (79),House,STOLEN
2017-10-25T00:00:00Z,2017-10-26T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2018-08-29T00:00:00Z,2018-08-31T00:00:00Z,2018,University (79),Outside,STOLEN
2014-04-10T00:00:00Z,2014-04-15T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2016-06-06T00:00:00Z,2016-06-09T00:00:00Z,2016,University (79),House,STOLEN
2017-11-07T00:00:00Z,2017-11-07T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2014-08-05T00:00:00Z,2014-08-11T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-07-25T00:00:00Z,2014-07-30T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2020-06-27T00:00:00Z,2020-06-29T00:00:00Z,2020,Palmerston-Little Italy (80),Other,STOLEN
2016-12-06T00:00:00Z,2016-12-06T00:00:00Z,2016,Palmerston-Little Italy (80),Educational,STOLEN
2020-08-07T00:00:00Z,2020-08-07T00:00:00Z,2020,Palmerston-Little Italy (80),Apartment,STOLEN
2017-03-31T00:00:00Z,2017-03-31T00:00:00Z,2017,University (79),Apartment,STOLEN
2014-04-21T00:00:00Z,2014-04-22T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2017-11-07T00:00:00Z,2017-11-08T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2017-04-26T00:00:00Z,2017-04-26T00:00:00Z,2017,University (79),Commercial,STOLEN
2017-05-26T00:00:00Z,2017-05-27T00:00:00Z,2017,Palmerston-Little Italy (80),Apartment,STOLEN
2016-07-05T00:00:00Z,2016-07-07T00:00:00Z,2016,University (79),Outside,STOLEN
2020-08-08T00:00:00Z,2020-08-10T00:00:00Z,2020,Palmerston-Little Italy (80),Apartment,STOLEN
2015-05-26T00:00:00Z,2015-05-27T00:00:00Z,2015,University (79),Outside,STOLEN
2014-07-01T00:00:00Z,2014-07-02T00:00:00Z,2014,Trinity-Bellwoods (81),House,STOLEN
2014-07-12T00:00:00Z,2014-08-12T00:00:00Z,2014,Trinity-Bellwoods (81),House,STOLEN
2014-10-18T00:00:00Z,2014-10-19T00:00:00Z,2014,Palmerston-Little Italy (80),Other,STOLEN
2017-07-26T00:00:00Z,2017-12-15T00:00:00Z,2017,Trinity-Bellwoods (81),Outside,STOLEN
2017-05-09T00:00:00Z,2017-05-09T00:00:00Z,2017,University (79),Outside,STOLEN
2017-05-27T00:00:00Z,2017-05-28T00:00:00Z,2017,Palmerston-Little Italy (80),Apartment,STOLEN
2017-06-01T00:00:00Z,2017-06-01T00:00:00Z,2017,Palmerston-Little Italy (80),Outside,STOLEN
2014-08-10T00:00:00Z,2014-08-10T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-08-15T00:00:00Z,2014-08-22T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-08-26T00:00:00Z,2014-08-27T00:00:00Z,2014,Palmerston-Little Italy (80),House,STOLEN
2014-09-23T00:00:00Z,2014-09-25T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-11-21T00:00:00Z,2014-11-21T00:00:00Z,2014,Palmerston-Little Italy (80),House,STOLEN
2015-03-25T00:00:00Z,2015-03-26T00:00:00Z,2015,Palmerston-Little Italy (80),Educational,STOLEN
2015-07-02T00:00:00Z,2015-07-02T00:00:00Z,2015,Palmerston-Little Italy (80),Outside,STOLEN
2015-07-13T00:00:00Z,2015-07-14T00:00:00Z,2015,Palmerston-Little Italy (80),House,STOLEN
2015-08-07T00:00:00Z,2015-08-11T00:00:00Z,2015,Palmerston-Little Italy (80),Apartment,STOLEN
2015-09-21T00:00:00Z,2015-09-22T00:00:00Z,2015,Palmerston-Little Italy (80),Apartment,STOLEN
2015-10-22T00:00:00Z,2015-10-23T00:00:00Z,2015,Palmerston-Little Italy (80),Other,STOLEN
2016-03-13T00:00:00Z,2016-03-13T00:00:00Z,2016,Palmerston-Little Italy (80),Commercial,STOLEN
2016-04-22T00:00:00Z,2016-04-23T00:00:00Z,2016,Palmerston-Little Italy (80),Apartment,STOLEN
2020-03-23T00:00:00Z,2020-07-13T00:00:00Z,2020,Palmerston-Little Italy (80),Apartment,STOLEN
2020-09-11T00:00:00Z,2020-09-12T00:00:00Z,2020,Palmerston-Little Italy (80),Other,STOLEN
2020-09-16T00:00:00Z,2020-09-18T00:00:00Z,2020,Palmerston-Little Italy (80),Other,STOLEN
2020-09-16T00:00:00Z,2020-09-18T00:00:00Z,2020,Palmerston-Little Italy (80),Other,STOLEN
2020-09-27T00:00:00Z,2020-09-27T00:00:00Z,2020,Palmerston-Little Italy (80),Outside,STOLEN
2018-11-13T00:00:00Z,2018-12-14T00:00:00Z,2018,Palmerston-Little Italy (80),Outside,STOLEN
2019-04-01T00:00:00Z,2019-04-01T00:00:00Z,2019,Palmerston-Little Italy (80),Educational,STOLEN
2019-04-29T00:00:00Z,2019-05-04T00:00:00Z,2019,Palmerston-Little Italy (80),House,STOLEN
2019-05-19T00:00:00Z,2019-05-20T00:00:00Z,2019,Palmerston-Little Italy (80),Other,STOLEN
2019-06-01T00:00:00Z,2019-06-04T00:00:00Z,2019,Palmerston-Little Italy (80),House,STOLEN
2019-06-29T00:00:00Z,2019-06-29T00:00:00Z,2019,Palmerston-Little Italy (80),House,STOLEN
2019-08-28T00:00:00Z,2019-08-28T00:00:00Z,2019,Palmerston-Little Italy (80),Other,STOLEN
2020-05-30T00:00:00Z,2020-06-01T00:00:00Z,2020,Palmerston-Little Italy (80),Apartment,STOLEN
2020-06-05T00:00:00Z,2020-06-08T00:00:00Z,2020,Palmerston-Little Italy (80),Outside,STOLEN
2017-11-07T00:00:00Z,2017-11-08T00:00:00Z,2017,Palmerston-Little Italy (80),Apartment,STOLEN
2017-12-07T00:00:00Z,2017-12-07T00:00:00Z,2017,Palmerston-Little Italy (80),Educational,STOLEN
2018-02-18T00:00:00Z,2018-02-21T00:00:00Z,2018,Palmerston-Little Italy (80),House,STOLEN
2018-02-18T00:00:00Z,2018-02-21T00:00:00Z,2018,Palmerston-Little Italy (80),House,STOLEN
2018-02-27T00:00:00Z,2018-02-27T00:00:00Z,2018,Palmerston-Little Italy (80),House,STOLEN
2018-03-29T00:00:00Z,2018-03-29T00:00:00Z,2018,Palmerston-Little Italy (80),House,STOLEN
2018-05-30T00:00:00Z,2018-05-30T00:00:00Z,2018,Palmerston-Little Italy (80),House,STOLEN
2018-09-04T00:00:00Z,2018-09-04T00:00:00Z,2018,Palmerston-Little Italy (80),Commercial,STOLEN
2018-09-26T00:00:00Z,2018-09-26T00:00:00Z,2018,Palmerston-Little Italy (80),Other,STOLEN
2014-05-10T00:00:00Z,2014-05-10T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-05-28T00:00:00Z,2014-05-30T00:00:00Z,2014,Palmerston-Little Italy (80),House,STOLEN
2014-06-21T00:00:00Z,2014-06-23T00:00:00Z,2014,Palmerston-Little Italy (80),Apartment,STOLEN
2014-06-27T00:00:00Z,2014-06-28T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-07-17T00:00:00Z,2014-07-18T00:00:00Z,2014,Palmerston-Little Italy (80),House,STOLEN
2014-07-19T00:00:00Z,2014-07-20T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-08-01T00:00:00Z,2014-08-17T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-08-23T00:00:00Z,2014-08-29T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-08-23T00:00:00Z,2014-08-23T00:00:00Z,2014,University (79),House,STOLEN
2014-08-28T00:00:00Z,2014-09-02T00:00:00Z,2014,Palmerston-Little Italy (80),Other,STOLEN
2014-08-28T00:00:00Z,2014-09-02T00:00:00Z,2014,Palmerston-Little Italy (80),Other,STOLEN
2014-09-28T00:00:00Z,2014-10-02T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2014-10-08T00:00:00Z,2014-10-08T00:00:00Z,2014,Palmerston-Little Italy (80),Educational,STOLEN
2014-10-27T00:00:00Z,2014-11-06T00:00:00Z,2014,Palmerston-Little Italy (80),Outside,STOLEN
2015-04-02T00:00:00Z,2015-04-02T00:00:00Z,2015,Palmerston-Little Italy (80),Outside,STOLEN
2015-05-24T00:00:00Z,2015-05-25T00:00:00Z,2015,Palmerston-Little Italy (80),House,STOLEN
2016-10-11T00:00:00Z,2016-10-11T00:00:00Z,2016,University (79),Educational,STOLEN
2015-06-21T00:00:00Z,2015-06-22T00:00:00Z,2015,Palmerston-Little Italy (80),House,STOLEN
2015-07-21T00:00:00Z,2015-07-27T00:00:00Z,2015,Palmerston-Little Italy (80),Outside,STOLEN
2015-08-02T00:00:00Z,2015-08-03T00:00:00Z,2015,Palmerston-Little Italy (80),Outside,STOLEN
2015-09-14T00:00:00Z,2015-09-14T00:00:00Z,2015,Palmerston-Little Italy (80),Educational,STOLEN
2015-09-30T00:00:00Z,2015-10-04T00:00:00Z,2015,Palmerston-Little Italy (80),Other,STOLEN
2015-10-16T00:00:00Z,2015-10-17T00:00:00Z,2015,Palmerston-Little Italy (80),House,STOLEN
2015-10-20T00:00:00Z,2015-10-21T00:00:00Z,2015,Palmerston-Little Italy (80),Commercial,STOLEN
2016-04-05T00:00:00Z,2016-04-05T00:00:00Z,2016,Palmerston-Little Italy (80),Apartment,STOLEN
2016-05-24T00:00:00Z,2016-05-29T00:00:00Z,2016,Palmerston-Little Italy (80),Educational,STOLEN
2016-06-20T00:00:00Z,2016-06-20T00:00:00Z,2016,Palmerston-Little Italy (80),Apartment,STOLEN
2016-06-21T00:00:00Z,2016-06-22T00:00:00Z,2016,Palmerston-Little Italy (80),Apartment,STOLEN
2016-06-24T00:00:00Z,2016-07-05T00:00:00Z,2016,Palmerston-Little Italy (80),Apartment,STOLEN
2016-08-09T00:00:00Z,2016-08-15T00:00:00Z,2016,Palmerston-Little Italy (80),Outside,STOLEN
2016-09-02T00:00:00Z,2016-09-09T00:00:00Z,2016,Palmerston-Little Italy (80),House,STOLEN
2016-09-28T00:00:00Z,2016-10-01T00:00:00Z,2016,Palmerston-Little Italy (80),Apartment,STOLEN
2016-10-16T00:00:00Z,2016-10-16T00:00:00Z,2016,Palmerston-Little Italy (80),House,STOLEN
2016-12-25T00:00:00Z,2016-12-26T00:00:00Z,2016,Palmerston-Little Italy (80),Apartment,STOLEN
2017-03-02T00:00:00Z,2017-03-05T00:00:00Z,2017,Palmerston-Little Italy (80),Other,STOLEN
2017-05-17T00:00:00Z,2017-05-18T00:00:00Z,2017,Palmerston-Little Italy (80),Other,STOLEN
2016-07-04T00:00:00Z,2016-07-06T00:00:00Z,2016,Trinity-Bellwoods (81),Apartment,STOLEN
2017-02-22T00:00:00Z,2017-02-22T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-03-15T00:00:00Z,2017-03-17T00:00:00Z,2017,Trinity-Bellwoods (81),Apartment,STOLEN
2017-03-28T00:00:00Z,2017-03-29T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-04-15T00:00:00Z,2017-04-17T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2017-05-08T00:00:00Z,2017-05-10T00:00:00Z,2017,Trinity-Bellwoods (81),Outside,STOLEN
2017-05-26T00:00:00Z,2017-05-27T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2017-06-28T00:00:00Z,2017-06-29T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-07-07T00:00:00Z,2017-07-08T00:00:00Z,2017,Trinity-Bellwoods (81),Outside,STOLEN
2017-07-19T00:00:00Z,2017-07-19T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-07-22T00:00:00Z,2017-07-23T00:00:00Z,2017,Trinity-Bellwoods (81),Commercial,STOLEN
2017-08-17T00:00:00Z,2017-08-19T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-08-21T00:00:00Z,2017-08-21T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-08-17T00:00:00Z,2017-08-19T00:00:00Z,2017,Trinity-Bellwoods (81),House,STOLEN
2017-08-29T00:00:00Z,2017-08-29T00:00:00Z,2017,Trinity-Bellwoods (81),Other,STOLEN
2020-09-10T00:00:00Z,2020-09-11T00:00:00Z,2020,Palmerston-Little Italy (80),Apartment,STOLEN
2017-05-17T00:00:00Z,2017-05-17T00:00:00Z,2017,University (79),Outside,STOLEN
2017-12-24T00:00:00Z,2018-01-11T00:00:00Z,2018,Trinity-Bellwoods (81),Other,STOLEN
2016-08-16T00:00:00Z,2016-08-18T00:00:00Z,2016,University (79),Outside,STOLEN
2016-05-30T00:00:00Z,2016-06-01T00:00:00Z,2016,University (79),Commercial,STOLEN
2016-09-11T00:00:00Z,2016-09-12T00:00:00Z,2016,University (79),Outside,STOLEN
2016-10-09T00:00:00Z,2016-10-13T00:00:00Z,2016,University (79),Other,STOLEN
2014-09-04T00:00:00Z,2014-09-04T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2020-09-17T00:00:00Z,2020-09-18T00:00:00Z,2020,Palmerston-Little Italy (80),Outside,STOLEN
2020-10-28T00:00:00Z,2020-10-28T00:00:00Z,2020,University (79),Apartment,STOLEN
2017-12-24T00:00:00Z,2018-01-11T00:00:00Z,2018,Trinity-Bellwoods (81),Other,STOLEN
2017-05-26T00:00:00Z,2017-05-29T00:00:00Z,2017,University (79),House,STOLEN
2015-05-09T00:00:00Z,2015-05-09T00:00:00Z,2015,Palmerston-Little Italy (80),Commercial,STOLEN
2014-08-10T00:00:00Z,2014-08-10T00:00:00Z,2014,Trinity-Bellwoods (81),House,STOLEN
2016-10-24T00:00:00Z,2016-10-24T00:00:00Z,2016,University (79),Outside,STOLEN
2014-10-14T00:00:00Z,2014-10-17T00:00:00Z,2014,Trinity-Bellwoods (81),Other,STOLEN
2020-10-05T00:00:00Z,2020-10-06T00:00:00Z,2020,Palmerston-Little Italy (80),Outside,STOLEN
2020-10-17T00:00:00Z,2020-12-18T00:00:00Z,2020,University (79),Outside,STOLEN
2018-01-27T00:00:00Z,2018-01-27T00:00:00Z,2018,Trinity-Bellwoods (81),Other,STOLEN
2020-11-04T00:00:00Z,2020-11-21T00:00:00Z,2020,University (79),Outside,STOLEN
2017-02-07T00:00:00Z,2017-02-08T00:00:00Z,2017,Palmerston-Little Italy (80),Other,STOLEN
2020-06-14T00:00:00Z,2020-06-17T00:00:00Z,2020,Trinity-Bellwoods (81),Apartment,STOLEN
2014-08-15T00:00:00Z,2014-08-18T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2015-06-03T00:00:00Z,2015-06-03T00:00:00Z,2015,Palmerston-Little Italy (80),Outside,STOLEN
2017-02-17T00:00:00Z,2017-02-17T00:00:00Z,2017,Palmerston-Little Italy (80),Outside,STOLEN
2017-12-25T00:00:00Z,2018-02-23T00:00:00Z,2018,Trinity-Bellwoods (81),Outside,STOLEN
2020-10-07T00:00:00Z,2020-10-07T00:00:00Z,2020,Palmerston-Little Italy (80),Educational,STOLEN
2014-07-22T00:00:00Z,2014-08-18T00:00:00Z,2014,Trinity-Bellwoods (81),Outside,STOLEN
2014-12-06T00:00:00Z,2014-12-08T00:00:00Z,2014,Trinity-Bellwoods (81),House,STOLEN
2017-05-28T00:00:00Z,2017-05-29T00:00:00Z,2017,University (79),Apartment,STOLEN
2016-11-16T00:00:00Z,2016-11-16T00:00:00Z,2016,University (79),Outside,STOLEN
2017-06-22T00:00:00Z,2017-07-05T00:00:00Z,2017,University (79),Educational,STOLEN
2017-11-21T00:00:00Z,2018-04-01T00:00:00Z,2018,Trinity-Bellwoods (81),House,STOLEN
2017-03-03T00:00:00Z,2017-03-05T00:00:00Z,2017,Palmerston-Little Italy (80),Other,STOLEN
2020-10-08T00:00:00Z,2020-10-11T00:00:00Z,2020,Palmerston-Little Italy (80),Apartment,STOLEN
2016-12-12T00:00:00Z,2016-12-12T00:00:00Z,2016,University (79),Commercial,STOLEN
2014-09-05T00:00:00Z,2014-09-06T00:00:00Z,2014,Trinity-Bellwoods (81),Other,STOLEN
