occurrence_date,report_date,report_year,neighbourhood_name,premises_type,status
2019-07-19T00:00:00Z,2019-07-22T00:00:00Z,2019,Downsview-Roding-CFB (26),Transit,STOLEN
2019-07-25T00:00:00Z,2019-07-26T00:00:00Z,2019,Downsview-Roding-CFB (26),Outside,STOLEN
2019-07-24T00:00:00Z,2019-07-25T00:00:00Z,2019,Downsview-Roding-CFB (26),Outside,STOLEN
2019-07-23T00:00:00Z,2019-07-30T00:00:00Z,2019,Downsview-Roding-CFB (26),Transit,STOLEN
2019-09-23T00:00:00Z,2019-09-26T00:00:00Z,2019,Downsview-Roding-CFB (26),House,STOLEN
2019-10-29T00:00:00Z,2019-11-08T00:00:00Z,2019,Downsview-Roding-CFB (26),Transit,STOLEN
2020-06-03T00:00:00Z,2020-06-04T00:00:00Z,2020,Downsview-Roding-CFB (26),Outside,STOLEN
2020-07-11T00:00:00Z,2020-07-12T00:00:00Z,2020,Downsview-Roding-CFB (26),Outside,STOLEN
2020-07-19T00:00:00Z,2020-07-20T00:00:00Z,2020,Downsview-Roding-CFB (26),House,UNKNOWN
2020-07-22T00:00:00Z,2020-07-23T00:00:00Z,2020,Downsview-Roding-CFB (26),House,STOLEN
2020-07-22T00:00:00Z,2020-07-23T00:00:00Z,2020,Downsview-Roding-CFB (26),House,STOLEN
2020-07-26T00:00:00Z,2020-07-26T00:00:00Z,2020,Downsview-Roding-CFB (26),Outside,STOLEN
2020-09-10T00:00:00Z,2020-09-10T00:00:00Z,2020,Downsview-Roding-CFB (26),Apartment,STOLEN
2019-07-21T00:00:00Z,2019-07-21T00:00:00Z,2019,York University Heights (27),Educational,STOLEN
2014-05-08T00:00:00Z,2014-05-14T00:00:00Z,2014,Downsview-Roding-CFB (26),Outside,STOLEN
2014-05-17T00:00:00Z,2014-05-17T00:00:00Z,2014,Downsview-Roding-CFB (26),Outside,STOLEN
2014-05-28T00:00:00Z,2014-05-28T00:00:00Z,2014,Downsview-Roding-CFB (26),House,STOLEN
2014-06-20T00:00:00Z,2014-06-21T00:00:00Z,2014,Downsview-Roding-CFB (26),House,STOLEN
2014-07-13T00:00:00Z,2014-07-13T00:00:00Z,2014,Downsview-Roding-CFB (26),Outside,STOLEN
2014-07-13T00:00:00Z,2014-07-13T00:00:00Z,2014,Downsview-Roding-CFB (26),Outside,STOLEN
2014-09-20T00:00:00Z,2014-09-22T00:00:00Z,2014,Downsview-Roding-CFB (26),House,STOLEN
2014-09-20T00:00:00Z,2014-09-22T00:00:00Z,2014,Downsview-Roding-CFB (26),House,STOLEN
2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,2014,Downsview-Roding-CFB (26),House,STOLEN
2014-10-25T00:00:00Z,2014-10-26T00:00:00Z,2014,Downsview-Roding-CFB (26),Apartment,STOLEN
2015-05-09T00:00:00Z,2015-05-19T00:00:00Z,2015,Downsview-Roding-CFB (26),Other,STOLEN
2015-05-09T00:00:00Z,2015-05-19T00:00:00Z,2015,Downsview-Roding-CFB (26),Other,STOLEN
2015-05-26T00:00:00Z,2015-05-27T00:00:00Z,2015,Downsview-Roding-CFB (26),House,STOLEN
2015-06-04T00:00:00Z,2015-06-10T00:00:00Z,2015,Downsview-Roding-CFB (26),Other,STOLEN
2015-06-04T00:00:00Z,2015-06-10T00:00:00Z,2015,Downsview-Roding-CFB (26),Other,STOLEN
2015-07-03T00:00:00Z,2015-07-03T00:00:00Z,2015,Downsview-Roding-CFB (26),Transit,STOLEN
2015-11-22T00:00:00Z,2015-11-22T00:00:00Z,2015,Downsview-Roding-CFB (26),Outside,STOLEN
2016-05-26T00:00:00Z,2016-05-28T00:00:00Z,2016,Downsview-Roding-CFB (26),House,STOLEN
2016-06-04T00:00:00Z,2016-06-04T00:00:00Z,2016,Downsview-Roding-CFB (26),House,RECOVERED
2016-06-04T00:00:00Z,2016-06-05T00:00:00Z,2016,Downsview-Roding-CFB (26),Outside,STOLEN
2016-06-04T00:00:00Z,2016-06-06T00:00:00Z,2016,Downsview-Roding-CFB (26),Commercial,STOLEN
2016-06-26T00:00:00Z,2016-06-27T00:00:00Z,2016,Downsview-Roding-CFB (26),Other,STOLEN
2016-07-04T00:00:00Z,2016-07-04T00:00:00Z,2016,Downsview-Roding-CFB (26),Commercial,STOLEN
2020-04-04T00:00:00Z,2020-04-07T00:00:00Z,2020,York University Heights (27),Apartment,RECOVERED
2016-07-05T00:00:00Z,2016-07-05T00:00:00Z,2016,Downsview-Roding-CFB (26),Commercial,STOLEN
2016-07-10T00:00:00Z,2016-07-10T00:00:00Z,2016,Downsview-Roding-CFB (26),Apartment,STOLEN
2016-08-04T00:00:00Z,2016-08-04T00:00:00Z,2016,Downsview-Roding-CFB (26),Transit,STOLEN
2016-08-26T00:00:00Z,2016-08-29T00:00:00Z,2016,Downsview-Roding-CFB (26),Commercial,STOLEN
2020-08-14T00:00:00Z,2020-08-14T00:00:00Z,2020,Downsview-Roding-CFB (26),House,STOLEN
2020-06-09T00:00:00Z,2020-06-09T00:00:00Z,2020,Downsview-Roding-CFB (26),House,STOLEN
2020-06-09T00:00:00Z,2020-06-09T00:00:00Z,2020,Downsview-Roding-CFB (26),House,STOLEN
2020-07-05T00:00:00Z,2020-07-05T00:00:00Z,2020,Downsview-Roding-CFB (26),Commercial,STOLEN
2020-10-12T00:00:00Z,2020-10-12T00:00:00Z,2020,Downsview-Roding-CFB (26),House,STOLEN
2019-01-06T00:00:00Z,2019-01-07T00:00:00Z,2019,Downsview-Roding-CFB (26),House,STOLEN
2015-07-30T00:00:00Z,2015-07-30T00:00:00Z,2015,York University Heights (27),Commercial,STOLEN
2016-04-03T00:00:00Z,2016-04-12T00:00:00Z,2016,York University Heights (27),Other,STOLEN
2016-08-02T00:00:00Z,2016-08-03T00:00:00Z,2016,York University Heights (27),House,STOLEN
2016-08-15T00:00:00Z,2016-08-16T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2016-07-21T00:00:00Z,2016-07-21T00:00:00Z,2016,York University Heights (27),Outside,UNKNOWN
2017-03-15T00:00:00Z,2017-03-16T00:00:00Z,2017,York University Heights (27),Apartment,STOLEN
2017-06-21T00:00:00Z,2017-06-21T00:00:00Z,2017,York University Heights (27),Outside,UNKNOWN
2017-06-21T00:00:00Z,2017-06-21T00:00:00Z,2017,York University Heights (27),Outside,UNKNOWN
2017-06-21T00:00:00Z,2017-06-21T00:00:00Z,2017,York University Heights (27),Outside,UNKNOWN
2020-06-11T00:00:00Z,2020-06-11T00:00:00Z,2020,York University Heights (27),Outside,STOLEN
2020-07-29T00:00:00Z,2020-08-04T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-11-14T00:00:00Z,2020-11-14T00:00:00Z,2020,York University Heights (27),Commercial,STOLEN
2019-09-12T00:00:00Z,2019-10-05T00:00:00Z,2019,Yorkdale-Glen Park (31),House,STOLEN
2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,2018,Downsview-Roding-CFB (26),Apartment,STOLEN
2020-04-04T00:00:00Z,2020-04-07T00:00:00Z,2020,York University Heights (27),Apartment,RECOVERED
2020-04-04T00:00:00Z,2020-04-07T00:00:00Z,2020,York University Heights (27),Apartment,RECOVERED
2020-04-04T00:00:00Z,2020-04-07T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-05-28T00:00:00Z,2020-06-06T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-05-28T00:00:00Z,2020-06-06T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2014-06-08T00:00:00Z,2014-07-03T00:00:00Z,2014,Mimico (includes Humber Bay Shores) (17),Outside,STOLEN
2017-08-26T00:00:00Z,2017-08-30T00:00:00Z,2017,York University Heights (27),Apartment,STOLEN
2018-06-10T00:00:00Z,2018-06-11T00:00:00Z,2018,York University Heights (27),Educational,STOLEN
2018-06-16T00:00:00Z,2018-06-19T00:00:00Z,2018,York University Heights (27),Outside,STOLEN
2018-08-22T00:00:00Z,2018-08-22T00:00:00Z,2018,York University Heights (27),Educational,STOLEN
2014-05-19T00:00:00Z,2014-05-22T00:00:00Z,2014,York University Heights (27),Educational,STOLEN
2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,2014,York University Heights (27),Outside,STOLEN
2015-06-02T00:00:00Z,2015-06-18T00:00:00Z,2015,York University Heights (27),Apartment,STOLEN
2015-10-27T00:00:00Z,2015-10-27T00:00:00Z,2015,York University Heights (27),House,STOLEN
2015-12-22T00:00:00Z,2015-12-23T00:00:00Z,2015,York University Heights (27),Outside,STOLEN
2016-01-29T00:00:00Z,2016-01-29T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2018-07-14T00:00:00Z,2018-07-16T00:00:00Z,2018,New Toronto (18),House,STOLEN
2016-03-11T00:00:00Z,2016-03-16T00:00:00Z,2016,York University Heights (27),Commercial,STOLEN
2016-07-20T00:00:00Z,2016-07-25T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2016-07-11T00:00:00Z,2016-07-25T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2016-09-19T00:00:00Z,2016-09-20T00:00:00Z,2016,York University Heights (27),Outside,STOLEN
2016-11-14T00:00:00Z,2016-11-14T00:00:00Z,2016,York University Heights (27),Commercial,STOLEN
2020-11-25T00:00:00Z,2020-11-25T00:00:00Z,2020,Rustic (28),Apartment,STOLEN
2020-11-25T00:00:00Z,2020-11-25T00:00:00Z,2020,Rustic (28),Apartment,STOLEN
2016-05-29T00:00:00Z,2016-05-29T00:00:00Z,2016,Rustic (28),Outside,STOLEN
2020-01-15T00:00:00Z,2020-01-15T00:00:00Z,2020,Rustic (28),House,STOLEN
2016-09-23T00:00:00Z,2016-09-28T00:00:00Z,2016,Rustic (28),Apartment,STOLEN
2020-11-15T00:00:00Z,2020-11-20T00:00:00Z,2020,Rustic (28),House,STOLEN
2015-12-13T00:00:00Z,2015-12-13T00:00:00Z,2015,Rustic (28),Other,STOLEN
2016-05-29T00:00:00Z,2016-05-29T00:00:00Z,2016,Rustic (28),Outside,STOLEN
2019-01-24T00:00:00Z,2019-01-26T00:00:00Z,2019,Rustic (28),Outside,STOLEN
2019-08-31T00:00:00Z,2019-09-03T00:00:00Z,2019,Rustic (28),Outside,STOLEN
2015-08-04T00:00:00Z,2015-08-04T00:00:00Z,2015,York University Heights (27),House,STOLEN
2020-01-04T00:00:00Z,2020-01-04T00:00:00Z,2020,Rustic (28),House,STOLEN
2017-09-02T00:00:00Z,2017-09-03T00:00:00Z,2017,Maple Leaf (29),Apartment,STOLEN
2017-09-21T00:00:00Z,2017-09-25T00:00:00Z,2017,Maple Leaf (29),House,STOLEN
2020-05-12T00:00:00Z,2020-05-13T00:00:00Z,2020,Maple Leaf (29),Apartment,STOLEN
2020-10-12T00:00:00Z,2020-10-13T00:00:00Z,2020,Maple Leaf (29),Other,STOLEN
2018-01-22T00:00:00Z,2018-01-23T00:00:00Z,2018,Maple Leaf (29),Apartment,STOLEN
2015-09-22T00:00:00Z,2015-09-24T00:00:00Z,2015,Maple Leaf (29),House,STOLEN
2017-03-28T00:00:00Z,2017-04-01T00:00:00Z,2017,Brookhaven-Amesbury (30),Outside,STOLEN
2017-05-25T00:00:00Z,2017-05-26T00:00:00Z,2017,Brookhaven-Amesbury (30),Other,STOLEN
2017-11-26T00:00:00Z,2017-11-27T00:00:00Z,2017,Brookhaven-Amesbury (30),Other,STOLEN
2018-07-26T00:00:00Z,2018-07-26T00:00:00Z,2018,Brookhaven-Amesbury (30),Apartment,STOLEN
2018-08-01T00:00:00Z,2018-08-03T00:00:00Z,2018,Brookhaven-Amesbury (30),Outside,STOLEN
2018-08-01T00:00:00Z,2018-08-03T00:00:00Z,2018,Brookhaven-Amesbury (30),Outside,STOLEN
2018-08-06T00:00:00Z,2018-08-07T00:00:00Z,2018,Brookhaven-Amesbury (30),Commercial,STOLEN
2018-08-06T00:00:00Z,2018-08-07T00:00:00Z,2018,Brookhaven-Amesbury (30),Commercial,STOLEN
2020-07-30T00:00:00Z,2020-07-30T00:00:00Z,2020,Brookhaven-Amesbury (30),Apartment,STOLEN
2014-10-24T00:00:00Z,2014-10-24T00:00:00Z,2014,Brookhaven-Amesbury (30),Apartment,STOLEN
2015-04-16T00:00:00Z,2015-04-17T00:00:00Z,2015,Brookhaven-Amesbury (30),Other,STOLEN
2015-06-17T00:00:00Z,2015-06-18T00:00:00Z,2015,Brookhaven-Amesbury (30),Apartment,STOLEN
2016-02-21T00:00:00Z,2016-02-21T00:00:00Z,2016,Brookhaven-Amesbury (30),Apartment,STOLEN
2016-07-12T00:00:00Z,2016-07-12T00:00:00Z,2016,Brookhaven-Amesbury (30),House,STOLEN
2016-08-17T00:00:00Z,2016-08-18T00:00:00Z,2016,Brookhaven-Amesbury (30),Outside,STOLEN
2016-10-06T00:00:00Z,2016-10-11T00:00:00Z,2016,Brookhaven-Amesbury (30),Commercial,STOLEN
2019-06-26T00:00:00Z,2019-06-26T00:00:00Z,2019,Brookhaven-Amesbury (30),House,STOLEN
2019-07-19T00:00:00Z,2019-07-24T00:00:00Z,2019,Brookhaven-Amesbury (30),Apartment,STOLEN
2014-06-29T00:00:00Z,2014-06-29T00:00:00Z,2014,Brookhaven-Amesbury (30),Educational,STOLEN
2017-03-28T00:00:00Z,2017-04-01T00:00:00Z,2017,Brookhaven-Amesbury (30),Outside,STOLEN
2017-07-03T00:00:00Z,2017-07-04T00:00:00Z,2017,Brookhaven-Amesbury (30),House,STOLEN
2019-06-20T00:00:00Z,2019-06-20T00:00:00Z,2019,Brookhaven-Amesbury (30),Commercial,STOLEN
2015-05-16T00:00:00Z,2015-05-16T00:00:00Z,2015,Brookhaven-Amesbury (30),Commercial,STOLEN
2015-10-30T00:00:00Z,2015-11-03T00:00:00Z,2015,Brookhaven-Amesbury (30),Commercial,STOLEN
2017-11-26T00:00:00Z,2017-11-27T00:00:00Z,2017,Brookhaven-Amesbury (30),Other,STOLEN
2018-10-14T00:00:00Z,2018-10-16T00:00:00Z,2018,Brookhaven-Amesbury (30),Other,STOLEN
2019-08-09T00:00:00Z,2019-08-13T00:00:00Z,2019,Brookhaven-Amesbury (30),Outside,STOLEN
2015-06-21T00:00:00Z,2015-06-23T00:00:00Z,2015,Brookhaven-Amesbury (30),House,STOLEN
2015-06-30T00:00:00Z,2015-07-01T00:00:00Z,2015,Brookhaven-Amesbury (30),Commercial,STOLEN
2017-09-04T00:00:00Z,2017-09-04T00:00:00Z,2017,Brookhaven-Amesbury (30),Apartment,STOLEN
2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,2018,Downsview-Roding-CFB (26),Apartment,STOLEN
2017-02-17T00:00:00Z,2017-02-19T00:00:00Z,2017,Yorkdale-Glen Park (31),Commercial,STOLEN
2017-03-22T00:00:00Z,2017-03-29T00:00:00Z,2017,Yorkdale-Glen Park (31),Apartment,STOLEN
2017-06-09T00:00:00Z,2017-06-09T00:00:00Z,2017,Yorkdale-Glen Park (31),Apartment,STOLEN
2017-07-24T00:00:00Z,2017-07-24T00:00:00Z,2017,Yorkdale-Glen Park (31),Apartment,STOLEN
2017-07-26T00:00:00Z,2017-07-27T00:00:00Z,2017,Yorkdale-Glen Park (31),Outside,STOLEN
2017-07-30T00:00:00Z,2017-07-30T00:00:00Z,2017,Yorkdale-Glen Park (31),Outside,STOLEN
2018-04-27T00:00:00Z,2018-04-28T00:00:00Z,2018,Yorkdale-Glen Park (31),Apartment,STOLEN
2018-05-15T00:00:00Z,2018-05-16T00:00:00Z,2018,Yorkdale-Glen Park (31),Transit,STOLEN
2017-06-01T00:00:00Z,2018-06-05T00:00:00Z,2018,Yorkdale-Glen Park (31),Apartment,STOLEN
2018-06-14T00:00:00Z,2018-06-14T00:00:00Z,2018,Yorkdale-Glen Park (31),Commercial,STOLEN
2018-07-18T00:00:00Z,2018-07-18T00:00:00Z,2018,Yorkdale-Glen Park (31),House,STOLEN
2018-07-24T00:00:00Z,2018-07-26T00:00:00Z,2018,Yorkdale-Glen Park (31),Outside,STOLEN
2018-07-06T00:00:00Z,2018-08-09T00:00:00Z,2018,Yorkdale-Glen Park (31),Outside,STOLEN
2018-08-06T00:00:00Z,2018-08-07T00:00:00Z,2018,Yorkdale-Glen Park (31),Transit,STOLEN
2018-08-23T00:00:00Z,2018-08-25T00:00:00Z,2018,Yorkdale-Glen Park (31),Outside,STOLEN
2018-09-17T00:00:00Z,2018-09-18T00:00:00Z,2018,Yorkdale-Glen Park (31),Commercial,STOLEN
2019-06-26T00:00:00Z,2019-07-13T00:00:00Z,2019,Yorkdale-Glen Park (31),Commercial,STOLEN
2019-09-03T00:00:00Z,2019-09-08T00:00:00Z,2019,Yorkdale-Glen Park (31),Outside,STOLEN
2019-09-08T00:00:00Z,2019-09-08T00:00:00Z,2019,Yorkdale-Glen Park (31),Outside,STOLEN
2016-09-14T00:00:00Z,2016-09-15T00:00:00Z,2016,Pelmo Park-Humberlea (23),House,STOLEN
2015-08-02T00:00:00Z,2015-08-08T00:00:00Z,2015,Mimico (includes Humber Bay Shores) (17),House,STOLEN
2018-08-16T00:00:00Z,2018-08-17T00:00:00Z,2018,Downsview-Roding-CFB (26),Apartment,STOLEN
2019-10-16T00:00:00Z,2019-10-16T00:00:00Z,2019,Yorkdale-Glen Park (31),Outside,STOLEN
2014-12-05T00:00:00Z,2014-12-28T00:00:00Z,2014,Long Branch (19),House,STOLEN
2019-10-15T00:00:00Z,2020-02-01T00:00:00Z,2020,Yorkdale-Glen Park (31),Apartment,STOLEN
2014-10-26T00:00:00Z,2014-11-01T00:00:00Z,2014,New Toronto (18),Other,STOLEN
2018-08-21T00:00:00Z,2018-08-23T00:00:00Z,2018,Downsview-Roding-CFB (26),Apartment,STOLEN
2020-04-07T00:00:00Z,2020-04-07T00:00:00Z,2020,Yorkdale-Glen Park (31),Outside,STOLEN
2014-12-05T00:00:00Z,2014-12-28T00:00:00Z,2014,Long Branch (19),House,STOLEN
2015-06-02T00:00:00Z,2015-08-01T00:00:00Z,2015,York University Heights (27),Other,STOLEN
2015-06-29T00:00:00Z,2015-06-30T00:00:00Z,2015,New Toronto (18),Outside,STOLEN
2015-08-03T00:00:00Z,2015-08-05T00:00:00Z,2015,York University Heights (27),House,STOLEN
2014-05-12T00:00:00Z,2014-05-15T00:00:00Z,2014,Downsview-Roding-CFB (26),House,STOLEN
2017-04-13T00:00:00Z,2017-04-15T00:00:00Z,2017,Long Branch (19),Transit,STOLEN
2017-03-19T00:00:00Z,2017-03-21T00:00:00Z,2017,Long Branch (19),Apartment,STOLEN
2015-07-03T00:00:00Z,2015-08-09T00:00:00Z,2015,York University Heights (27),Outside,STOLEN
2020-06-07T00:00:00Z,2020-06-07T00:00:00Z,2020,Yorkdale-Glen Park (31),Commercial,STOLEN
2015-08-25T00:00:00Z,2015-08-26T00:00:00Z,2015,York University Heights (27),Educational,STOLEN
2014-09-13T00:00:00Z,2014-09-25T00:00:00Z,2014,Downsview-Roding-CFB (26),Apartment,STOLEN
2017-04-16T00:00:00Z,2017-04-17T00:00:00Z,2017,Long Branch (19),Commercial,STOLEN
2015-09-11T00:00:00Z,2015-09-15T00:00:00Z,2015,York University Heights (27),Commercial,STOLEN
2016-05-12T00:00:00Z,2016-05-14T00:00:00Z,2016,Downsview-Roding-CFB (26),Transit,STOLEN
2017-05-09T00:00:00Z,2017-06-20T00:00:00Z,2017,Long Branch (19),Apartment,STOLEN
2020-06-14T00:00:00Z,2020-06-15T00:00:00Z,2020,Yorkdale-Glen Park (31),Apartment,STOLEN
2017-06-23T00:00:00Z,2017-06-27T00:00:00Z,2017,Long Branch (19),Outside,STOLEN
2015-09-28T00:00:00Z,2015-09-30T00:00:00Z,2015,York University Heights (27),Apartment,STOLEN
2015-09-28T00:00:00Z,2015-09-30T00:00:00Z,2015,York University Heights (27),Apartment,STOLEN
2015-09-28T00:00:00Z,2015-09-30T00:00:00Z,2015,York University Heights (27),Apartment,STOLEN
2015-09-28T00:00:00Z,2015-09-30T00:00:00Z,2015,York University Heights (27),Apartment,STOLEN
2015-10-18T00:00:00Z,2015-10-19T00:00:00Z,2015,York University Heights (27),Outside,STOLEN
2015-10-20T00:00:00Z,2015-10-20T00:00:00Z,2015,York University Heights (27),House,STOLEN
2015-10-28T00:00:00Z,2015-11-10T00:00:00Z,2015,York University Heights (27),Outside,STOLEN
2015-12-02T00:00:00Z,2015-12-04T00:00:00Z,2015,York University Heights (27),House,STOLEN
2016-02-11T00:00:00Z,2016-02-14T00:00:00Z,2016,York University Heights (27),Apartment,STOLEN
2016-03-11T00:00:00Z,2016-03-16T00:00:00Z,2016,York University Heights (27),Commercial,STOLEN
2016-03-29T00:00:00Z,2016-04-01T00:00:00Z,2016,York University Heights (27),Other,STOLEN
2016-04-08T00:00:00Z,2016-04-13T00:00:00Z,2016,York University Heights (27),Transit,STOLEN
2016-05-01T00:00:00Z,2016-05-07T00:00:00Z,2016,York University Heights (27),Apartment,STOLEN
2016-05-10T00:00:00Z,2016-05-16T00:00:00Z,2016,York University Heights (27),Outside,STOLEN
2016-06-17T00:00:00Z,2016-06-18T00:00:00Z,2016,York University Heights (27),Outside,STOLEN
2016-08-03T00:00:00Z,2016-08-09T00:00:00Z,2016,York University Heights (27),Outside,STOLEN
2016-08-15T00:00:00Z,2016-08-15T00:00:00Z,2016,York University Heights (27),Other,STOLEN
2016-08-19T00:00:00Z,2016-08-19T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2016-09-17T00:00:00Z,2016-09-17T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2019-09-28T00:00:00Z,2019-09-28T00:00:00Z,2019,York University Heights (27),Commercial,STOLEN
2020-09-24T00:00:00Z,2020-09-24T00:00:00Z,2020,York University Heights (27),Outside,STOLEN
2020-06-05T00:00:00Z,2020-07-05T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-07-02T00:00:00Z,2020-07-10T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-10-22T00:00:00Z,2020-10-30T00:00:00Z,2020,York University Heights (27),Outside,STOLEN
2018-07-09T00:00:00Z,2018-08-29T00:00:00Z,2018,York University Heights (27),Apartment,STOLEN
2019-04-02T00:00:00Z,2019-04-02T00:00:00Z,2019,York University Heights (27),Educational,STOLEN
2019-05-30T00:00:00Z,2019-06-01T00:00:00Z,2019,York University Heights (27),Apartment,STOLEN
2019-08-24T00:00:00Z,2019-08-26T00:00:00Z,2019,York University Heights (27),House,STOLEN
2019-10-22T00:00:00Z,2019-10-23T00:00:00Z,2019,York University Heights (27),House,STOLEN
2020-05-27T00:00:00Z,2020-05-27T00:00:00Z,2020,York University Heights (27),Transit,STOLEN
2020-05-31T00:00:00Z,2020-06-01T00:00:00Z,2020,York University Heights (27),Outside,STOLEN
2017-05-25T00:00:00Z,2017-06-02T00:00:00Z,2017,York University Heights (27),Outside,STOLEN
2017-06-08T00:00:00Z,2017-06-08T00:00:00Z,2017,York University Heights (27),Outside,STOLEN
2018-05-11T00:00:00Z,2018-05-11T00:00:00Z,2018,York University Heights (27),House,STOLEN
2018-05-23T00:00:00Z,2018-05-29T00:00:00Z,2018,York University Heights (27),Outside,STOLEN
2018-07-30T00:00:00Z,2018-07-30T00:00:00Z,2018,York University Heights (27),House,STOLEN
2016-10-12T00:00:00Z,2018-08-22T00:00:00Z,2018,York University Heights (27),Outside,STOLEN
2015-05-06T00:00:00Z,2015-05-07T00:00:00Z,2015,York University Heights (27),House,STOLEN
2015-05-06T00:00:00Z,2015-05-07T00:00:00Z,2015,York University Heights (27),House,STOLEN
2015-05-31T00:00:00Z,2015-06-01T00:00:00Z,2015,York University Heights (27),Other,STOLEN
2015-06-13T00:00:00Z,2015-06-14T00:00:00Z,2015,York University Heights (27),Apartment,STOLEN
2015-06-13T00:00:00Z,2015-06-14T00:00:00Z,2015,York University Heights (27),Apartment,STOLEN
2015-09-25T00:00:00Z,2015-09-28T00:00:00Z,2015,York University Heights (27),Other,STOLEN
2017-05-04T00:00:00Z,2017-05-04T00:00:00Z,2017,York University Heights (27),Educational,STOLEN
2017-05-11T00:00:00Z,2017-05-11T00:00:00Z,2017,York University Heights (27),House,STOLEN
2020-06-19T00:00:00Z,2020-06-21T00:00:00Z,2020,York University Heights (27),Commercial,STOLEN
2020-07-02T00:00:00Z,2020-07-03T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-07-28T00:00:00Z,2020-07-28T00:00:00Z,2020,York University Heights (27),House,STOLEN
2020-08-19T00:00:00Z,2020-08-20T00:00:00Z,2020,York University Heights (27),Outside,STOLEN
2020-09-01T00:00:00Z,2020-09-02T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-10-15T00:00:00Z,2020-10-19T00:00:00Z,2020,York University Heights (27),Outside,STOLEN
2019-11-27T00:00:00Z,2019-11-27T00:00:00Z,2019,York University Heights (27),Apartment,STOLEN
2020-03-17T00:00:00Z,2020-03-21T00:00:00Z,2020,York University Heights (27),House,STOLEN
2017-09-06T00:00:00Z,2017-09-06T00:00:00Z,2017,York University Heights (27),Educational,STOLEN
2017-09-20T00:00:00Z,2017-09-23T00:00:00Z,2017,York University Heights (27),Educational,STOLEN
2017-11-15T00:00:00Z,2017-11-15T00:00:00Z,2017,York University Heights (27),Apartment,STOLEN
2018-06-01T00:00:00Z,2018-06-03T00:00:00Z,2018,York University Heights (27),Transit,STOLEN
2018-06-10T00:00:00Z,2018-06-11T00:00:00Z,2018,York University Heights (27),Educational,STOLEN
2018-06-26T00:00:00Z,2018-06-26T00:00:00Z,2018,York University Heights (27),Commercial,STOLEN
2018-09-05T00:00:00Z,2018-09-06T00:00:00Z,2018,York University Heights (27),Transit,STOLEN
2018-09-05T00:00:00Z,2018-09-06T00:00:00Z,2018,York University Heights (27),Transit,STOLEN
2014-07-31T00:00:00Z,2014-08-02T00:00:00Z,2014,York University Heights (27),Other,STOLEN
2014-07-31T00:00:00Z,2014-08-02T00:00:00Z,2014,York University Heights (27),Other,STOLEN
2014-08-06T00:00:00Z,2014-08-07T00:00:00Z,2014,York University Heights (27),Commercial,STOLEN
2015-06-16T00:00:00Z,2015-06-18T00:00:00Z,2015,York University Heights (27),Outside,STOLEN
2016-07-24T00:00:00Z,2016-07-28T00:00:00Z,2016,York University Heights (27),Commercial,STOLEN
2016-08-08T00:00:00Z,2016-08-08T00:00:00Z,2016,York University Heights (27),Apartment,STOLEN
2016-08-10T00:00:00Z,2016-08-12T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2016-08-01T00:00:00Z,2016-09-05T00:00:00Z,2016,York University Heights (27),Educational,STOLEN
2017-06-05T00:00:00Z,2017-06-05T00:00:00Z,2017,York University Heights (27),Apartment,STOLEN
2020-03-01T00:00:00Z,2020-03-31T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-06-11T00:00:00Z,2020-06-12T00:00:00Z,2020,York University Heights (27),Commercial,STOLEN
2020-07-01T00:00:00Z,2020-07-06T00:00:00Z,2020,York University Heights (27),Apartment,STOLEN
2020-07-05T00:00:00Z,2020-07-05T00:00:00Z,2020,York University Heights (27),Commercial,STOLEN
2020-09-28T00:00:00Z,2020-10-06T00:00:00Z,2020,York University Heights (27),Outside,STOLEN
2019-08-11T00:00:00Z,2019-08-15T00:00:00Z,2019,York University Heights (27),House,STOLEN
2019-09-04T00:00:00Z,2019-09-09T00:00:00Z,2019,York University Heights (27),Other,STOLEN
2019-09-11T00:00:00Z,2019-09-13T00:00:00Z,2019,York University Heights (27),Apartment,STOLEN
2019-09-25T00:00:00Z,2019-09-27T00:00:00Z,2019,York University Heights (27),Outside,STOLEN
2019-12-02T00:00:00Z,2019-12-02T00:00:00Z,2019,York University Heights (27),Commercial,UNKNOWN
